,User_Name,Name,Description (Status),Tweets Posted,Location,No of Followers,Device Used for Tweet,Date of Tweet Creation,No of Friends
347,PapswapHQ,Papswap,"Citizen to Government communicating platform. Earn Digital Tokens for Political Content Creation.  

Hiring for Web Development and Content Writer Intern.",Download #Papswap from your android application and be a participant of a  #DigitalDemocracy to join the list of ch… https://t.co/Znc9IRSB06,"New Delhi, India",18,Twitter for Android,2022-02-07 05:12:51+00:00,57
348,assamtribuneoff,The Assam Tribune,"Official Twitter account of The Assam Tribune, North-East's leading daily English newspaper.",The budget aims to promote state-capital induced private investment relying on supply push through capital expendit… https://t.co/bZAHAkFMPk,Guwahati,4721,Twitter Web App,2022-02-07 05:11:23+00:00,59
349,AwasthySunil,Sunil Awasthy,,RT @arvindtw: The government allocating Rs. 283.5 crore for the #StartupIndia Seed Fund Scheme in the #Budget2022 is a commendable step tow…,,24,Twitter Web App,2022-02-07 05:10:10+00:00,36
350,Teja48486328,ysj,,RT @K_Nageshwar: Salaried middle classes have been strongly supporting Modi and his party since 2014. No mention of personal income tax in…,,448,Twitter for Android,2022-02-07 05:10:03+00:00,654
351,Suvadip96943435,Suvadip Ghosh,"Crypto Enthusiast
https://t.co/mq3MaTNcGd",RT @cdrishabh: We couldn't agree more after hearing the #Budget2022 and #Crypto acceptability as a #digitalasset https://t.co/v0RehL1qSl,India,26,Twitter for Android,2022-02-07 05:10:03+00:00,732
352,NaliniS52865736,Nalini Srivastava,I like helping those who are in need of help,"RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…","गांधीनगर, भारत",444,Twitter for Android,2022-02-07 05:09:53+00:00,354
353,harishchawla49,हरीश भारतीय,Retired.......Nation First.......Ek Bharat Shreshth Bharat....Hum Sab Ek Hain....Tweets are personal views...R.T's are not endorsement.,"RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",India,1234,Twitter for iPad,2022-02-07 05:09:49+00:00,490
354,INCGhogha,INC Ghogha,|Proud 🇮🇳| @INCIndia | @CongressSevadal | @INCGujarat | @withRG | @WithCongress | @UWCforYouth | Tweets r personal | RTs≠endorsement | Managed by ArifRathod |,"RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes","Ghogha Mahal, India",3131,Twitter for Android,2022-02-07 05:09:48+00:00,2506
355,divakarvenkanna,divakara venkanna,,RT @arvindtw: Exclusive interview of Hon’ble MoS @GoI_MeitY Sh. @Rajeev_GoI with @TimesNow on the government’s recent announcements in #Bud…,,52,Twitter for Android,2022-02-07 05:09:40+00:00,47
356,PapswapHQ,Papswap,"Citizen to Government communicating platform. Earn Digital Tokens for Political Content Creation.  

Hiring for Web Development and Content Writer Intern.",Download #Papswap from your android application and be a participant of a  #DigitalDemocracy to join the list of ch… https://t.co/CqV2yO6939,"New Delhi, India",18,Twitter for Android,2022-02-07 05:09:36+00:00,57
357,jerryeshananda,jerrymdu,,"RT @memeypto: Gas fees + Trading fees + Withdrawal fees + 30% Tax + 1% TDS 🥲

#IndiaWantsCrypto #CryptoTax #CryptoIndia #Budget2022 https:/…",Chennai.,65,Twitter for Android,2022-02-07 05:09:22+00:00,315
358,RajKuma52992381,Raj Kumar Rao,ଜୟ ଜଗନ୍ନାଥ 🙏🏻🙏🏻🚩🚩,"RT @RajeshKTripathy: Thanks to Rastriya Baudhik Manch for including me in the Panel Discussion on #Budget2022 .

Indeed, a Govt needs Swarn…",,16,Twitter Web App,2022-02-07 05:09:02+00:00,50
359,stpi_guruprasad,Guruprasad K,,"RT @Omkar_Raii: Allocation of Rs. 19,500 crore to #PLI in #Budget2022 for manufacturing solar modules in addition to the earlier incentive…",,3,Twitter Web App,2022-02-07 05:08:35+00:00,12
360,AfreenH3,Afreen H,,"RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…",,17,Twitter Web App,2022-02-07 05:05:45+00:00,20
361,vishals60323583,Vishal Sharma,,"RT @kjhindi: Krishi Jagran live Discussion ""Budget Ki Baat Kisano Ke Sath""
08 February 2022 | 3 Pm onwards
Watch live on: https://t.co/Qc4r…",,9,Twitter Web App,2022-02-07 05:05:13+00:00,14
362,MfrgTodayIndia,Manufacturing Today India,Manufacturing Today focuses on use of technology for achieving the highest level of operational efficiency and manufacturing excellence.,@AlstomIndia &amp; South Asia MD #AlainSPOHR is upbeat on budget providing #sustainable and #integrated #UrbanTransport… https://t.co/J2lNImOWHw,"Mumbai, India",554,Zoho Social,2022-02-07 05:05:11+00:00,92
363,hitesh_thakkar3,Hitesh Sota Thakkar,"गर्व भारतीय 🇮🇳😊 *NAMO's🌷,VK & MSD's fan🏏 🏆 *Salute 2 r Indian JAWANS 🎖💪& FARMERS 🌾🙏 #Cricket 🏏♥. भारत माता की जय।","Completed the Quiz on ""#UnionBudget2022-23"" 🇮🇳. 

Ty @mygovindia &amp; @CEOMyGovIndia for this Certificate 🙏.… https://t.co/CSwNYPQi23","Mumbai, India",343,Twitter for Android,2022-02-07 05:04:38+00:00,866
364,stpi_guruprasad,Guruprasad K,,"RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…",,3,Twitter Web App,2022-02-07 05:04:23+00:00,12
365,STPI062,Raghvendra Singh,Technical Support,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…","Lucknow, India",38,Twitter Web App,2022-02-07 05:04:16+00:00,11
366,AgrawalAbhilesh,Abhilesh Agrawal,,"RT @Omkar_Raii: Allocation of Rs. 19,500 crore to #PLI in #Budget2022 for manufacturing solar modules in addition to the earlier incentive…","STPI, Bhopal",23,Twitter for Android,2022-02-07 05:04:10+00:00,63
367,AgrawalAbhilesh,Abhilesh Agrawal,,RT @arvindtw: The government allocating Rs. 283.5 crore for the #StartupIndia Seed Fund Scheme in the #Budget2022 is a commendable step tow…,"STPI, Bhopal",23,Twitter for Android,2022-02-07 05:03:58+00:00,63
368,BuyofuelEcom,Buyofuel,,#budget2022 introduces an initiative to impose an additional excise duty of 2₹/litre on unblended #fuels. #India pr… https://t.co/KLb1IHLJy2,,0,Twitter Web App,2022-02-07 05:03:47+00:00,1
369,AnuruddhChaubey,Anuruddh Chaubey,STPI-NOIDA,"RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…",,182,Twitter for iPhone,2022-02-07 05:03:17+00:00,123
370,am_monusingh,Monu Singh,"Learner, 
LAMP Fellow to Mr. @cpjoshiBJP @PRSLegislative, 
Best Fellow, Media For Social Change Fellowship @YESFoundationIN, 
Former intern @DainikJagran",Lok Sabha to continue the discussion on Motion of thanks on the President's address moved by Shri Harish Dwivedi.… https://t.co/zj8GpCl3As,"Patna, India",115,Twitter Web App,2022-02-07 05:02:45+00:00,1238
371,STPI062,Raghvendra Singh,Technical Support,"RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…","Lucknow, India",38,Twitter Web App,2022-02-07 05:02:39+00:00,11
372,MfrgTodayIndia,Manufacturing Today India,Manufacturing Today focuses on use of technology for achieving the highest level of operational efficiency and manufacturing excellence.,"Anil Chaudhry, MD and CEO, @SchneiderIndia shares his reaction to the #UnionBudget2022
https://t.co/aak2O7AAMp… https://t.co/mXpeiI62Sn","Mumbai, India",554,Zoho Social,2022-02-07 05:02:31+00:00,92
373,STPI062,Raghvendra Singh,Technical Support,RT @arvindtw: Exclusive interview of Hon’ble MoS @GoI_MeitY Sh. @Rajeev_GoI with @TimesNow on the government’s recent announcements in #Bud…,"Lucknow, India",38,Twitter Web App,2022-02-07 05:01:51+00:00,11
374,STPI062,Raghvendra Singh,Technical Support,RT @Omkar_Raii: The significant #Capex boost in the #Budget2022 touching Rs. 7.50 lakh crore for the FY 2023 from Rs. 5.54 lakh crore in FY…,"Lucknow, India",38,Twitter Web App,2022-02-07 05:01:48+00:00,11
375,vinodbhaiRathv2,vinodbhai Rathva,Yes....,"RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",,51,Twitter for Android,2022-02-07 05:01:39+00:00,221
376,RahulSi82847953,Rahul Singh,,"RT @kjhindi: Krishi Jagran live Discussion ""Budget Ki Baat Kisano Ke Sath""
08 February 2022 | 3 Pm onwards
Watch live on: https://t.co/Qc4r…",,2,Twitter Web App,2022-02-07 05:01:37+00:00,1
377,ashfaq_joiyaINC,Ashfaq Joiya,,"RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes","Rajasthan, India",13475,Twitter for Android,2022-02-07 05:01:11+00:00,6439
378,ORFMumbai,ORF Mumbai,"Non–partisan, independent analyses on security, strategy, economy, development, energy & global governance| #ColabaConversation: Dec 1,2&3, 2021: https://t.co/T8CoThgdLo",".@gchikermane: #Budget2022 is one that’ll enable growth. Private enterprises will love it. And the markets, after a… https://t.co/dLK9EEW8zn","Nariman Point, Mumbai, India",3179,TweetDeck,2022-02-07 05:00:00+00:00,44
379,stpi_guruprasad,Guruprasad K,,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…",,3,Twitter Web App,2022-02-07 04:59:53+00:00,12
380,Anilbhatt234,अनिल भट्ट,"सबका साथ, सबका विकास, सबका विश्वास, सबका प्रयास। #Rss 🙏🚩जय_श्रीराम🚩🙏 
#NaMoAppAbhiyaan 
#नमो_नमो 🙏","RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",,1892,Twitter for Android,2022-02-07 04:59:23+00:00,1650
381,MfrgTodayIndia,Manufacturing Today India,Manufacturing Today focuses on use of technology for achieving the highest level of operational efficiency and manufacturing excellence.,"V Anbu, Dir Gen &amp; CEO, IMTMA &amp; BIEC, reflects on how #Budget2022 fares for Indian machine tool industry… https://t.co/sG1xNwhgtY","Mumbai, India",554,Zoho Social,2022-02-07 04:58:58+00:00,92
382,narang_pushkar,Pushkar Narang,"चर्चाओं 📰 में रहने का हमें 👦 कोई शौक नहीं, हमारी हर बात के चर्चे 😉 है तो हम 😎 क्या करें ।।","RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,3,Twitter Web App,2022-02-07 04:57:16+00:00,215
383,BhavyaMishra_,Bhavya Mishra,"Executive Manager, Tupperware India | Mother | Yoga Enthusiast | Love to Travel | Tweets Personal","RT @CNBCTV18News: #StartupStreet | #Budget2022 has a mixed bag for the startup ecosystem. @trmughilan of @SkylarkDrones, @pallavi_s of @pro…","Noida, India",6,Twitter for Android,2022-02-07 04:56:46+00:00,20
384,CosmicNaveen,Naveen Sharma for Soil,Computer Engineer and Table Tennis enthusiastic.,RT @ANI: Chemical-free natural farming will be promoted throughout the country with a focus on farmers' land in 5 km wide corridors along t…,Himachal Pradesh ,589,Twitter Web App,2022-02-07 04:56:43+00:00,950
385,karthik261168,KARTHIKEYAN RAMASWAMY,,"RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",BANGALORE,61,Twitter Web App,2022-02-07 04:56:31+00:00,35
386,Shahrukhtwitt,Shahrukh Khan,I AM A SOCIAL MEDIA TRAINEE IN KRISHI JAGRAN,"RT @kjhindi: Krishi Jagran live Discussion ""Budget Ki Baat Kisano Ke Sath""
08 February 2022 | 3 Pm onwards
Watch live on: https://t.co/Qc4r…","Green Park,Delhi",9,Twitter Web App,2022-02-07 04:56:13+00:00,58
387,Vignesh_TMV,Madhu 🤚,"Entrepreneur | Secular | RGian | INC Supporter | Coimbatore North District SM Coordinator @IYC | தமிழ்நாடு |
RT’s ≠ Endorsements | தீதும் நன்றும் பிறர்தர வாரா!","RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes",Union of India,7278,Twitter for Android,2022-02-07 04:55:51+00:00,1606
388,vibhutistpi,Vibhuti Raman Tiwari,"आये हो निभाने को जब किरदार ज़मीं पर
कुछ ऐसा कर चलो कि ज़माना मिसाल दे..ll","RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…","Gangtok, India",310,Twitter Web App,2022-02-07 04:55:49+00:00,155
389,vibhutistpi,Vibhuti Raman Tiwari,"आये हो निभाने को जब किरदार ज़मीं पर
कुछ ऐसा कर चलो कि ज़माना मिसाल दे..ll",RT @arvindtw: Exclusive interview of Hon’ble MoS @GoI_MeitY Sh. @Rajeev_GoI with @TimesNow on the government’s recent announcements in #Bud…,"Gangtok, India",310,Twitter Web App,2022-02-07 04:55:43+00:00,155
390,STPIGangtok,STPI Gangtok,,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…","NH-10, Tadong, Gangtok, SIKKIM",591,Twitter Web App,2022-02-07 04:55:43+00:00,51
391,sjeHitkrO8qwKvj,9838844128,press,RT @MahantMochan: #Budget2022 Rich is always rich.#Taxpayers r the real source for nation development. They should be encouraged.,,12,Twitter for Android,2022-02-07 04:55:16+00:00,49
392,orfonline,ORF,"Non–partisan, independent analyses on security, strategy, economy, development, energy and global governance.","#Budget2022’s attempt to deal with critical challenges that the #Indianeconomy will face is welcome, but a more hol… https://t.co/YCaJRkYGrl",India,106456,TweetDeck,2022-02-07 04:55:00+00:00,136
393,abedin_shahrukh,Shahrukh Abedin,"|District Member,Social Media Cell,BJP Assam Pradesh|                                                                      |https://t.co/kXvLLLNHgo in Computer Science(GU)|","RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…","Assam, India",48,Twitter for Android,2022-02-07 04:54:52+00:00,199
394,DEVENDR59687192,DEVENDRA SINGH,,"RT @kjhindi: Krishi Jagran live Discussion ""Budget Ki Baat Kisano Ke Sath""
08 February 2022 | 3 Pm onwards
Watch live on: https://t.co/Qc4r…",,55,Twitter Web App,2022-02-07 04:54:52+00:00,323
395,Sunil1841,Sunil Kumar,Government and Politics,"RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",India,257,Twitter for iPhone,2022-02-07 04:54:38+00:00,121
396,vibhutistpi,Vibhuti Raman Tiwari,"आये हो निभाने को जब किरदार ज़मीं पर
कुछ ऐसा कर चलो कि ज़माना मिसाल दे..ll",RT @Omkar_Raii: The significant #Capex boost in the #Budget2022 touching Rs. 7.50 lakh crore for the FY 2023 from Rs. 5.54 lakh crore in FY…,"Gangtok, India",310,Twitter Web App,2022-02-07 04:54:32+00:00,155
397,smakdam,Sansar Makdam,"Meharsoft Technologies Pvt Ltd,
IT Company Working in Cooperative Sector, Software for PACS,
भाजपा जिला मीडिया कार्यकारणी सदस्य पालमपुर (HP)
+91-9816343303","RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…","पालमपुरHimachal Pradesh, India",1011,Twitter for Android,2022-02-07 04:54:12+00:00,5002
398,vibhutistpi,Vibhuti Raman Tiwari,"आये हो निभाने को जब किरदार ज़मीं पर
कुछ ऐसा कर चलो कि ज़माना मिसाल दे..ll","RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…","Gangtok, India",310,Twitter Web App,2022-02-07 04:54:02+00:00,155
399,BhardaManoj,BHARDA MANOJ,"PRESIDENT -Yuva Shakha NMVM Keshod City
MANTRI - BJP Keshod City            
social media _junagadh -jilla BJP karobar
AkhilBhartiya Kolisamaj taluka up Pramukh","RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",,1164,Twitter for Android,2022-02-07 04:53:34+00:00,123
400,RohanRohanrai,rohanrai,born and brought up in the intellectual capital and live in national capital of India,"RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…",,519,Twitter for Android,2022-02-07 04:52:34+00:00,226
401,rahulkanwal,Rahul Kanwal,News Director - Aajtak & India Today; Executive Director - Business Today; Anchor - Newstrack. Views personal.,"RT @IndiaToday: #ITBudgetRoundtable | Watch the India Today mega event with the makers of #Budget2022,  today from 3 pm onward, only on Ind…",India Today Mediaplex,4534899,Twitter for iPhone,2022-02-07 04:52:16+00:00,4410
402,Smriti_uma,💗Mahanati Savitri ForEver💗,"INDIAN ARMY First🇮🇳💗Devotee of  Savitrima MODIFIED INDIAN 💗
Ilayaraja sir Music For Life! 
Maridhas & Annamalai Army
 💗 My Thalaivar Lord Murugan🕉","RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",India chennai,1740,Twitter for Android,2022-02-07 04:52:15+00:00,443
